srcStateName,srcYear,srcMonth,YearCode,Year,MonthCode,Country,Month,StateCode,StateName,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Uttarakhand,2020-21,Jun - 2020,2020,"Calendar Year (Jan - Dec), 2020",202006,India,"June, 2020",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2020-21,Mar - 2021,2021,"Calendar Year (Jan - Dec), 2021",202103,India,"March, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2020-21,May - 2020,2020,"Calendar Year (Jan - Dec), 2020",202005,India,"May, 2020",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2020-21,Nov - 2020,2020,"Calendar Year (Jan - Dec), 2020",202011,India,"November, 2020",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2020-21,Oct - 2020,2020,"Calendar Year (Jan - Dec), 2020",202010,India,"October, 2020",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2020-21,Sep - 2020,2020,"Calendar Year (Jan - Dec), 2020",202009,India,"September, 2020",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Apr - 2021,2021,"Calendar Year (Jan - Dec), 2021",202104,India,"April, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Aug - 2021,2021,"Calendar Year (Jan - Dec), 2021",202108,India,"August, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Dec - 2021,2021,"Calendar Year (Jan - Dec), 2021",202112,India,"December, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Feb - 2022,2022,"Calendar Year (Jan - Dec), 2022",202202,India,"February, 2022",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Jan - 2022,2022,"Calendar Year (Jan - Dec), 2022",202201,India,"January, 2022",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Jul - 2021,2021,"Calendar Year (Jan - Dec), 2021",202107,India,"July, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Jun - 2021,2021,"Calendar Year (Jan - Dec), 2021",202106,India,"June, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Mar - 2022,2022,"Calendar Year (Jan - Dec), 2022",202203,India,"March, 2022",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,May - 2021,2021,"Calendar Year (Jan - Dec), 2021",202105,India,"May, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Nov - 2021,2021,"Calendar Year (Jan - Dec), 2021",202111,India,"November, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Oct - 2021,2021,"Calendar Year (Jan - Dec), 2021",202110,India,"October, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2021-22,Sep - 2021,2021,"Calendar Year (Jan - Dec), 2021",202109,India,"September, 2021",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2022-23,Apr - 2022,2022,"Calendar Year (Jan - Dec), 2022",202204,India,"April, 2022",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2022-23,Jun - 2022,2022,"Calendar Year (Jan - Dec), 2022",202206,India,"June, 2022",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uttarakhand,2022-23,May - 2022,2022,"Calendar Year (Jan - Dec), 2022",202205,India,"May, 2022",5,UTTARAKHAND,10086292,3049338,7036954,5137773,1618731,3519042,4948519,1430607,3517912,2056975,631889,1425086,90193,3.36367e+06,3453862.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2017-18,Aug - 2017,2017,"Calendar Year (Jan - Dec), 2017",201708,India,"August, 2017",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2017-18,Dec - 2017,2017,"Calendar Year (Jan - Dec), 2017",201712,India,"December, 2017",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2017-18,Feb - 2018,2018,"Calendar Year (Jan - Dec), 2018",201802,India,"February, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2017-18,Jan - 2018,2018,"Calendar Year (Jan - Dec), 2018",201801,India,"January, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2017-18,Mar - 2018,2018,"Calendar Year (Jan - Dec), 2018",201803,India,"March, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2017-18,Nov - 2017,2017,"Calendar Year (Jan - Dec), 2017",201711,India,"November, 2017",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2017-18,Oct - 2017,2017,"Calendar Year (Jan - Dec), 2017",201710,India,"October, 2017",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2017-18,Sep - 2017,2017,"Calendar Year (Jan - Dec), 2017",201709,India,"September, 2017",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Apr - 2018,2018,"Calendar Year (Jan - Dec), 2018",201804,India,"April, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Aug - 2018,2018,"Calendar Year (Jan - Dec), 2018",201808,India,"August, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Dec - 2018,2018,"Calendar Year (Jan - Dec), 2018",201812,India,"December, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Feb - 2019,2019,"Calendar Year (Jan - Dec), 2019",201902,India,"February, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Jan - 2019,2019,"Calendar Year (Jan - Dec), 2019",201901,India,"January, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Jul - 2018,2018,"Calendar Year (Jan - Dec), 2018",201807,India,"July, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Jun - 2018,2018,"Calendar Year (Jan - Dec), 2018",201806,India,"June, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Mar - 2019,2019,"Calendar Year (Jan - Dec), 2019",201903,India,"March, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,May - 2018,2018,"Calendar Year (Jan - Dec), 2018",201805,India,"May, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Nov - 2018,2018,"Calendar Year (Jan - Dec), 2018",201811,India,"November, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Oct - 2018,2018,"Calendar Year (Jan - Dec), 2018",201810,India,"October, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2018-19,Sep - 2018,2018,"Calendar Year (Jan - Dec), 2018",201809,India,"September, 2018",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Apr - 2019,2019,"Calendar Year (Jan - Dec), 2019",201904,India,"April, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Aug - 2019,2019,"Calendar Year (Jan - Dec), 2019",201908,India,"August, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Dec - 2019,2019,"Calendar Year (Jan - Dec), 2019",201912,India,"December, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Feb - 2020,2020,"Calendar Year (Jan - Dec), 2020",202002,India,"February, 2020",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Jan - 2020,2020,"Calendar Year (Jan - Dec), 2020",202001,India,"January, 2020",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Jul - 2019,2019,"Calendar Year (Jan - Dec), 2019",201907,India,"July, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Jun - 2019,2019,"Calendar Year (Jan - Dec), 2019",201906,India,"June, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Mar - 2020,2020,"Calendar Year (Jan - Dec), 2020",202003,India,"March, 2020",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,May - 2019,2019,"Calendar Year (Jan - Dec), 2019",201905,India,"May, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Nov - 2019,2019,"Calendar Year (Jan - Dec), 2019",201911,India,"November, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Oct - 2019,2019,"Calendar Year (Jan - Dec), 2019",201910,India,"October, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2019-20,Sep - 2019,2019,"Calendar Year (Jan - Dec), 2019",201909,India,"September, 2019",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2020-21,Apr - 2020,2020,"Calendar Year (Jan - Dec), 2020",202004,India,"April, 2020",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2020-21,Aug - 2020,2020,"Calendar Year (Jan - Dec), 2020",202008,India,"August, 2020",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2020-21,Dec - 2020,2020,"Calendar Year (Jan - Dec), 2020",202012,India,"December, 2020",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2020-21,Feb - 2021,2021,"Calendar Year (Jan - Dec), 2021",202102,India,"February, 2021",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Haryana,2020-21,Jan - 2021,2021,"Calendar Year (Jan - Dec), 2021",202101,India,"January, 2021",6,HARYANA,25351462,8842103,16509359,13494734,4720728,8774006,11856728,4121375,7735353,4857524,1813768,3043756,197608,4.19564e+06,4393243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
